File,Line,Column,Type,Message,Source,Severity
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Command\Version.php",1,1,error,"End of line character is invalid; expected \"\n\" but found \"\r\n\"",Generic.Files.LineEndings.InvalidEOLChar,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Command\Version.php",7,1,error,"@category tag comment indented incorrectly; expected 3 spaces but found 4",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Command\Version.php",8,1,error,"@package tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Command\Version.php",9,1,error,"@subpackage tag comment indented incorrectly; expected 1 spaces but found 2",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Command\Version.php",10,1,error,"@author tag comment indented incorrectly; expected 5 spaces but found 6",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Command\Version.php",11,1,error,"@copyright tag comment indented incorrectly; expected 2 spaces but found 3",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Command\Version.php",12,1,error,"@license tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Command\Version.php",13,1,error,"@link tag comment indented incorrectly; expected 7 spaces but found 8",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Command\Version.php",36,1,error,"@category tag comment indented incorrectly; expected 3 spaces but found 4",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Command\Version.php",37,1,error,"@package tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Command\Version.php",38,1,error,"@subpackage tag comment indented incorrectly; expected 1 spaces but found 2",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Command\Version.php",39,1,error,"@author tag comment indented incorrectly; expected 5 spaces but found 6",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Command\Version.php",40,1,error,"@copyright tag comment indented incorrectly; expected 2 spaces but found 3",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Command\Version.php",41,1,error,"@license tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Command\Version.php",42,1,error,"@link tag comment indented incorrectly; expected 7 spaces but found 8",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Command\Version.php",68,1,error,"Last parameter comment requires a blank newline after it",PEAR.Commenting.FunctionComment.SpacingAfterParams,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Command\Version.php",68,1,error,"Expected 1 space before variable type",PEAR.Commenting.FunctionComment.SpacingBeforeParamType,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Command\Version.php",68,1,error,"Doc comment for var $hg does not match actual variable name $param at position 1",PEAR.Commenting.FunctionComment.ParamNameNoMatch,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Command\Version.php",68,1,error,"Missing comment for param \"$hg\" at position 1",PEAR.Commenting.FunctionComment.MissingParamComment,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Command\Version.php",71,48,error,"Opening brace should be on a new line",PEAR.Functions.FunctionDeclaration.BraceOnSameLine,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Command\Version.php",75,5,error,"Doc comment for \"$options\" missing",PEAR.Commenting.FunctionComment.MissingParamTag,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Command\Version.php",77,1,warning,"Line exceeds 85 characters; contains 90 characters",Generic.Files.LineLength.TooLong,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Command\Version.php",77,1,error,"There must be exactly one blank line before the tags in function comment",PEAR.Commenting.FunctionComment.SpacingBeforeTags,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Command\Version.php",78,1,error,"Missing @return tag in function comment",PEAR.Commenting.FunctionComment.MissingReturn,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Command\Version.php",94,1,error,"Line indented incorrectly; expected at least 8 spaces, found 0",PEAR.WhiteSpace.ScopeIndent.Incorrect,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Command\Version.php",116,27,error,"Space found before comma in function call",Generic.Functions.FunctionCallArgumentSpacing.SpaceBeforeComma,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Command\Version.php",117,27,error,"Space found before comma in function call",Generic.Functions.FunctionCallArgumentSpacing.SpaceBeforeComma,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Command\Version.php",127,13,error,"Expected \"} else {\n\"; found \"}\n            else{\n\"",PEAR.ControlStructures.ControlSignature,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Command\Version.php",128,16,error,"Line indented incorrectly; expected at least 16 spaces, found 15",PEAR.WhiteSpace.ScopeIndent.Incorrect,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Command\Version.php",131,9,error,"Expected \"} else {\n\"; found \"}\n        else {\n\"",PEAR.ControlStructures.ControlSignature,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Command\Version.php",146,1,error,"Extra newline(s) found before function comment short description",PEAR.Commenting.FunctionComment.SpacingBeforeShort,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Command\Version.php",147,1,error,"There must be exactly one blank line before the tags in function comment",PEAR.Commenting.FunctionComment.SpacingBeforeTags,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Command\Version.php",149,34,error,"Opening brace should be on a new line",PEAR.Functions.FunctionDeclaration.BraceOnSameLine,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Abstract.php",1,1,error,"End of line character is invalid; expected \"\n\" but found \"\r\n\"",Generic.Files.LineEndings.InvalidEOLChar,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Abstract.php",7,1,error,"@category tag comment indented incorrectly; expected 3 spaces but found 4",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Abstract.php",8,1,error,"@package tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Abstract.php",9,1,error,"@subpackage tag comment indented incorrectly; expected 1 spaces but found 2",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Abstract.php",10,1,error,"@author tag comment indented incorrectly; expected 5 spaces but found 6",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Abstract.php",11,1,error,"@copyright tag comment indented incorrectly; expected 2 spaces but found 3",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Abstract.php",12,1,error,"@license tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Abstract.php",13,1,error,"@version tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Abstract.php",14,1,error,"@link tag comment indented incorrectly; expected 7 spaces but found 8",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Abstract.php",23,1,error,"@category tag comment indented incorrectly; expected 3 spaces but found 4",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Abstract.php",24,1,error,"@package tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Abstract.php",25,1,error,"@subpackage tag comment indented incorrectly; expected 1 spaces but found 2",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Abstract.php",26,1,error,"@author tag comment indented incorrectly; expected 5 spaces but found 6",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Abstract.php",27,1,error,"@copyright tag comment indented incorrectly; expected 2 spaces but found 3",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Abstract.php",28,1,error,"@license tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Abstract.php",29,1,warning,"Invalid version \"SVN:\" in doc comment; consider \"Release: <package_version>\" instead",PEAR.Commenting.ClassComment.InvalidVersion,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Abstract.php",29,1,error,"@version tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Abstract.php",30,1,error,"@link tag comment indented incorrectly; expected 7 spaces but found 8",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Abstract.php",34,1,error,"Spaces must be used to indent lines; tabs are not allowed",Generic.WhiteSpace.DisallowTabIndent.TabsUsed,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Abstract.php",34,2,error,"Line indented incorrectly; expected at least 4 spaces, found 1",PEAR.WhiteSpace.ScopeIndent.Incorrect,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Abstract.php",34,9,error,"Missing function doc comment",PEAR.Commenting.FunctionComment.Missing,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Abstract.php",34,9,error,"Line indented incorrectly; expected 4 spaces, found 1",PEAR.WhiteSpace.ScopeIndent.Incorrect,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Abstract.php",34,32,error,"Opening brace should be on a new line",PEAR.Functions.FunctionDeclaration.BraceOnSameLine,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Abstract.php",36,1,error,"Spaces must be used to indent lines; tabs are not allowed",Generic.WhiteSpace.DisallowTabIndent.TabsUsed,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Bundle.php",1,1,error,"Missing file doc comment",PEAR.Commenting.FileComment.Missing,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Bundle.php",1,1,error,"End of line character is invalid; expected \"\n\" but found \"\r\n\"",Generic.Files.LineEndings.InvalidEOLChar,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Bundle\Exception.php",7,1,error,"@category tag comment indented incorrectly; expected 3 spaces but found 4",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Bundle\Exception.php",8,1,error,"@package tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Bundle\Exception.php",9,1,error,"@subpackage tag comment indented incorrectly; expected 1 spaces but found 2",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Bundle\Exception.php",10,1,error,"@author tag comment indented incorrectly; expected 5 spaces but found 6",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Bundle\Exception.php",11,1,error,"@copyright tag comment indented incorrectly; expected 2 spaces but found 3",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Bundle\Exception.php",12,1,error,"@license tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Bundle\Exception.php",13,1,warning,"Invalid version \"Hg: $Revision$\" in file comment; consider \"CVS: <cvs_id>\" or \"SVN: <svn_id>\" instead",PEAR.Commenting.FileComment.InvalidVersion,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Bundle\Exception.php",13,1,error,"@version tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Bundle\Exception.php",14,1,error,"@link tag comment indented incorrectly; expected 7 spaces but found 8",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Bundle\Exception.php",22,1,error,"@category tag comment indented incorrectly; expected 3 spaces but found 4",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Bundle\Exception.php",23,1,error,"@package tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Bundle\Exception.php",24,1,error,"@subpackage tag comment indented incorrectly; expected 1 spaces but found 2",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Bundle\Exception.php",25,1,error,"@author tag comment indented incorrectly; expected 5 spaces but found 6",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Bundle\Exception.php",26,1,error,"@copyright tag comment indented incorrectly; expected 2 spaces but found 3",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Bundle\Exception.php",27,1,error,"@license tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Bundle\Exception.php",28,1,error,"@version tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Bundle\Exception.php",29,1,error,"@link tag comment indented incorrectly; expected 7 spaces but found 8",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Bundle\Exception.php",49,15,error,"Protected member variable \"_messages\" must not be prefixed with an underscore",PEAR.NamingConventions.ValidVariableName.PublicUnderscore,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Bundle\Exception.php",62,43,error,"Opening brace should be on a new line",PEAR.Functions.FunctionDeclaration.BraceOnSameLine,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Interface.php",1,1,error,"End of line character is invalid; expected \"\n\" but found \"\r\n\"",Generic.Files.LineEndings.InvalidEOLChar,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Interface.php",7,1,error,"@category tag comment indented incorrectly; expected 3 spaces but found 4",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Interface.php",8,1,error,"@package tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Interface.php",9,1,error,"@subpackage tag comment indented incorrectly; expected 1 spaces but found 2",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Interface.php",10,1,error,"@author tag comment indented incorrectly; expected 5 spaces but found 6",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Interface.php",11,1,error,"@copyright tag comment indented incorrectly; expected 2 spaces but found 3",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Interface.php",12,1,error,"@license tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Interface.php",13,1,error,"@link tag comment indented incorrectly; expected 7 spaces but found 8",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Interface.php",21,1,error,"@category tag comment indented incorrectly; expected 3 spaces but found 4",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Interface.php",22,1,error,"@package tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Interface.php",23,1,error,"@subpackage tag comment indented incorrectly; expected 1 spaces but found 2",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Interface.php",24,1,error,"@author tag comment indented incorrectly; expected 5 spaces but found 6",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Interface.php",25,1,error,"@copyright tag comment indented incorrectly; expected 2 spaces but found 3",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Interface.php",26,1,error,"@license tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Interface.php",27,1,error,"@link tag comment indented incorrectly; expected 7 spaces but found 8",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Interface.php",31,12,error,"Missing function doc comment",PEAR.Commenting.FunctionComment.Missing,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Interface.php",32,12,error,"Missing function doc comment",PEAR.Commenting.FunctionComment.Missing,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",1,1,error,"End of line character is invalid; expected \"\n\" but found \"\r\n\"",Generic.Files.LineEndings.InvalidEOLChar,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",7,1,error,"@category tag comment indented incorrectly; expected 3 spaces but found 4",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",8,1,error,"@package tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",9,1,error,"@subpackage tag comment indented incorrectly; expected 1 spaces but found 2",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",10,1,error,"@author tag comment indented incorrectly; expected 5 spaces but found 6",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",11,1,error,"@copyright tag comment indented incorrectly; expected 2 spaces but found 3",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",12,1,error,"@license tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",13,1,error,"@link tag comment indented incorrectly; expected 7 spaces but found 1",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",40,1,error,"@category tag comment indented incorrectly; expected 3 spaces but found 4",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",41,1,error,"@package tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",42,1,error,"@subpackage tag comment indented incorrectly; expected 1 spaces but found 2",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",43,1,error,"@author tag comment indented incorrectly; expected 5 spaces but found 6",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",44,1,error,"@copyright tag comment indented incorrectly; expected 2 spaces but found 3",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",45,1,error,"@license tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",46,1,error,"@link tag comment indented incorrectly; expected 7 spaces but found 8",PEAR.Commenting.ClassComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",48,94,warning,"Line exceeds 85 characters; contains 93 characters",Generic.Files.LineLength.TooLong,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",79,15,error,"Protected member variable \"_path\" must not be prefixed with an underscore",PEAR.NamingConventions.ValidVariableName.PublicUnderscore,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",87,5,error,"Doc comment for \"$hg\" missing",PEAR.Commenting.FunctionComment.MissingParamTag,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",87,5,error,"Doc comment for \"$path\" missing",PEAR.Commenting.FunctionComment.MissingParamTag,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",92,46,error,"Opening brace should be on a new line",PEAR.Functions.FunctionDeclaration.BraceOnSameLine,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",99,1,error,"Last parameter comment requires a blank newline after it",PEAR.Commenting.FunctionComment.SpacingAfterParams,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",99,1,error,"Doc comment for var $path does not match actual variable name $hg at position 1",PEAR.Commenting.FunctionComment.ParamNameNoMatch,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",99,1,error,"Missing comment for param \"$path\" at position 1",PEAR.Commenting.FunctionComment.MissingParamComment,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",99,1,error,"Doc comment for \"$path\" missing",PEAR.Commenting.FunctionComment.MissingParamTag,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",114,1,error,"Missing @return tag in function comment",PEAR.Commenting.FunctionComment.MissingReturn,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",115,36,error,"Opening brace should be on a new line",PEAR.Functions.FunctionDeclaration.BraceOnSameLine,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",116,28,error,"TRUE, FALSE and NULL must be lowercase; expected \"null\" but found \"NULL\"",Generic.PHP.LowerCaseConstant.Found,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",122,1,error,"Last parameter comment requires a blank newline after it",PEAR.Commenting.FunctionComment.SpacingAfterParams,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",122,1,error,"Expected 1 space before variable type",PEAR.Commenting.FunctionComment.SpacingBeforeParamType,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",182,1,error,"Last parameter comment requires a blank newline after it",PEAR.Commenting.FunctionComment.SpacingAfterParams,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",182,1,error,"Expected 1 space before variable type",PEAR.Commenting.FunctionComment.SpacingBeforeParamType,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",182,1,error,"Doc comment for var $repo does not match actual variable name $path at position 1",PEAR.Commenting.FunctionComment.ParamNameNoMatch,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",210,5,error,"Doc comment for \"$path\" missing",PEAR.Commenting.FunctionComment.MissingParamTag,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",211,1,error,"Extra newline(s) found before function comment short description",PEAR.Commenting.FunctionComment.SpacingBeforeShort,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",213,1,error,"@return tag is empty in function comment",PEAR.Commenting.FunctionComment.EmptyReturn,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",213,1,error,"There must be exactly one blank line before the tags in function comment",PEAR.Commenting.FunctionComment.SpacingBeforeTags,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",217,9,warning,"Line exceeds 85 characters; contains 100 characters",Generic.Files.LineLength.TooLong,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",241,110,warning,"Line exceeds 85 characters; contains 109 characters",Generic.Files.LineLength.TooLong,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",253,34,error,"Opening brace should be on a new line",PEAR.Functions.FunctionDeclaration.BraceOnSameLine,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository.php",264,1,error,"Missing @return tag in function comment",PEAR.Commenting.FunctionComment.MissingReturn,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Branch.php",1,1,error,"End of line character is invalid; expected \"\n\" but found \"\r\n\"",Generic.Files.LineEndings.InvalidEOLChar,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Branch.php",2,1,error,"Missing file doc comment",PEAR.Commenting.FileComment.Missing,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Branch.php",3,1,error,"Missing class doc comment",PEAR.Commenting.ClassComment.Missing,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Changset.php",1,1,error,"End of line character is invalid; expected \"\n\" but found \"\r\n\"",Generic.Files.LineEndings.InvalidEOLChar,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Changset.php",2,1,error,"Missing file doc comment",PEAR.Commenting.FileComment.Missing,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Changset.php",3,1,error,"Spaces must be used to indent lines; tabs are not allowed",Generic.WhiteSpace.DisallowTabIndent.TabsUsed,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Changset.php",3,2,error,"Missing class doc comment",PEAR.Commenting.ClassComment.Missing,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Changset.php",3,2,error,"Line indented incorrectly; expected 0 spaces, found 1",PEAR.WhiteSpace.ScopeIndent.Incorrect,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Changset.php",4,1,error,"Spaces must be used to indent lines; tabs are not allowed",Generic.WhiteSpace.DisallowTabIndent.TabsUsed,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Changset.php",4,2,error,"Expected 0 spaces before opening brace; 1 found",PEAR.Classes.ClassDeclaration.SpaceBeforeBrace,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Changset.php",6,1,error,"Spaces must be used to indent lines; tabs are not allowed",Generic.WhiteSpace.DisallowTabIndent.TabsUsed,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Exception.php",7,1,error,"@category tag comment indented incorrectly; expected 3 spaces but found 4",PEAR.Commenting.FileComment.TagIndent,5
"H:\Development\_Webroot\Trunk\VersionControl\Hg\Container\Repository\Exception.php",8,1,error,"@package tag comment indented incorrectly; expected 4 spaces but found 5",PEAR.Commenting.FileComment.TagIndent,5
